Month,Day,Hour,Minute,Second,Microsecond,Speed,Vx,Vy,PosX,PosY,PosZ,Bx,By,Flow Mag,Flow Angle
9,4,19,10,51,899748,0.1987506414169166,-0.1987505853176117,-0.00014933031343389302,-0.33904603123664856,-0.09923505038022995,0.11269062012434006,-1.25,0.6299999999999955,1.3997856978837848,333.2518958370787
9,4,19,10,51,962789,0.22058007475087393,-0.22028905153274536,-0.011327098123729229,-0.3460023105144501,-0.09924385696649551,0.10811245441436768,-1.25,-0.37000000000000455,1.303610371238279,354.87032477148506
9,4,19,10,52,10602,0.2205834361708018,-0.2196609079837799,-0.0201528612524271,-0.35585522651672363,-0.09975462406873703,0.1104920357465744,0.75,-0.37000000000000455,0.836301381082205,16.128659001525584
9,4,19,10,52,58211,0.21409032244406237,-0.21180479228496552,-0.031199296936392784,-0.3662830889225006,-0.10078328847885132,0.11858104914426804,-0.25,-1.3700000000000045,1.3926234236145867,47.99678351847193
9,4,19,10,52,105548,0.19715389484256707,-0.1938585788011551,-0.03589581698179245,-0.37672871351242065,-0.10249906778335571,0.1317090094089508,-0.25,0.6299999999999955,0.6777905281132175,12.396251571795972
9,4,19,10,52,152974,0.17178992687814393,-0.16795121133327484,-0.03611328825354576,-0.3859962224960327,-0.10435330867767334,0.14563792943954468,-2.25,-0.37000000000000455,2.280219287700199,30.552434486743802
9,4,19,10,52,200356,0.1432472729864489,-0.13931865990161896,-0.03331804648041725,-0.39446672797203064,-0.1062302216887474,0.16365672647953033,-1.25,-1.3700000000000045,1.854561942885708,46.80400748587882
9,4,19,10,52,263829,0.11782296214948344,-0.11326215416193008,-0.03246436268091202,-0.4017009139060974,-0.10823620110750198,0.18185101449489594,-2.25,-0.37000000000000455,2.280219287700199,19.273408944568374
9,4,19,10,52,311291,0.09504005521826259,-0.0915658175945282,-0.025461994111537933,-0.40774866938591003,-0.10956712812185287,0.19916413724422455,-0.25,-1.3700000000000045,1.3926234236145867,19.273408944568374
9,4,19,10,52,358312,0.0715440661389509,-0.0687679573893547,-0.01973629742860794,-0.4124501049518585,-0.1108524426817894,0.21662244200706482,-2.25,-1.3700000000000045,2.6342740935597444,34.890210829655075
9,4,19,10,52,405877,0.04958617874391783,-0.04699818044900894,-0.015810128301382065,-0.4160480797290802,-0.11214042454957962,0.2318507730960846,-0.25,-3.3700000000000045,3.3792602740836686,50.86350395367196
9,4,19,10,52,453108,0.03108983460620067,-0.029034089297056198,-0.011117530055344105,-0.4189165532588959,-0.11306087672710419,0.2443537563085556,0.75,0.6299999999999955,0.9794896630388675,56.66688820504167
9,4,19,10,52,500773,0.012016746201945976,-0.0025180887896567583,-0.011749953962862492,-0.4186722934246063,-0.1147787794470787,0.2591939866542816,1.75,-3.3700000000000045,3.7972885062897226,92.48066004853614
9,4,19,10,52,563774,0.0164106996723817,0.01309653464704752,0.009888975881040096,-0.418601393699646,-0.11169923841953278,0.27364814281463623,-0.25,0.6299999999999955,0.6777905281132175,85.16469458292146
9,4,19,10,52,611327,0.02300750577067929,-0.020902689546346664,0.009613682515919209,-0.4278099238872528,-0.11219611763954163,0.2881914973258972,0.75,0.6299999999999955,0.9794896630388675,192.06354458817174
9,4,19,10,52,658945,0.020931844632020982,-0.018965570256114006,0.008857158944010735,-0.42983490228652954,-0.11241619288921356,0.30252760648727417,0.75,-2.3700000000000045,2.485839898303996,191.02272297550198
9,4,19,10,52,706319,0.013370699885984766,-0.012087732553482056,0.005715097300708294,-0.4304138720035553,-0.11310290545225143,0.31853124499320984,0.75,0.6299999999999955,0.9794896630388675,191.02272297550198
9,4,19,10,52,753391,0.019495144267425546,0.0037568197585642338,0.019129740074276924,-0.4280334413051605,-0.10895352065563202,0.3356248438358307,2.75,-0.37000000000000455,2.774779270500629,204.6961339364237
9,4,19,10,52,801305,0.04120517706034449,-0.0178300142288208,0.037147775292396545,-0.435762882232666,-0.10240825265645981,0.34823596477508545,2.75,0.6299999999999955,2.821240861748602,186.35273624273637
9,4,19,10,52,864579,0.037279070726352836,-0.021092742681503296,0.03073801100254059,-0.43845096230506897,-0.1024024486541748,0.36200204491615295,-0.25,-0.37000000000000455,0.44654227123532586,157.02061865017225
9,4,19,10,52,912218,0.03943274456700029,-0.0319380909204483,0.023127898573875427,-0.44409388303756714,-0.10252148658037186,0.377497136592865,1.75,1.6299999999999955,2.3915267090291894,191.41340314884053
9,4,19,10,52,959306,0.035927585095151836,-0.03186055272817612,0.016604112461209297,-0.4468235671520233,-0.10225945711135864,0.3913705050945282,0.75,-1.3700000000000045,1.5618578680533042,160.3607900611104
