Month,Day,Hour,Minute,Second,Microsecond,Speed,Vx,Vy,PosX,PosY,PosZ,Bx,By,Flow Mag,Flow Angle
9,4,19,2,35,517447,0.17928798812057553,0.1792648732662201,-0.002878870815038681,-0.1630646139383316,-0.05661748722195625,0.11466510593891144,1.4199999999999875,3.5600000000000023,3.8327535793473575,248.25410966246673
9,4,19,2,35,564807,0.11814501146500873,0.11792527884244919,-0.007202245760709047,-0.15673381090164185,-0.05728894844651222,0.12595461308956146,1.4199999999999875,-1.4399999999999977,2.022374841615658,191.42672320333716
9,4,19,2,35,627631,0.07286224326512243,0.07268206030130386,-0.005120996385812759,-0.15140925347805023,-0.05730303376913071,0.13644500076770782,3.4199999999999875,-0.4399999999999977,3.448187929913321,182.474027180794
9,4,19,2,35,675119,0.04241078505813924,0.04113934561610222,-0.010306742042303085,-0.14702601730823517,-0.05850500613451004,0.14448009431362152,0.4199999999999875,1.5600000000000023,1.6155494421403502,204.4082635986436
9,4,19,2,35,722580,0.012248758235017946,0.00795864500105381,-0.009310856461524963,-0.14538489282131195,-0.058996379375457764,0.14730964601039886,1.4199999999999875,0.5600000000000023,1.526433752247364,203.59609721472745
9,4,19,2,35,769726,0.028021237754773866,-0.020532162860035896,-0.019068824127316475,-0.14598435163497925,-0.06157129630446434,0.15313474833965302,0.4199999999999875,-2.4399999999999977,2.475883680627985,170.8357645838572
9,4,19,2,35,817358,0.045061951352269695,-0.040431391447782516,-0.01989678479731083,-0.14760182797908783,-0.0628047063946724,0.15907494723796844,1.4199999999999875,2.5600000000000023,2.927456233660885,201.08654222993883
9,4,19,2,35,865608,0.05592814268910003,-0.05200760439038277,-0.02057100459933281,-0.15010157227516174,-0.06428356468677521,0.1675536334514618,0.4199999999999875,1.5600000000000023,1.6155494421403502,226.09656850984575
9,4,19,2,35,912140,0.062445217136869624,-0.059958722442388535,-0.017445823177695274,-0.15347379446029663,-0.0651722252368927,0.1745094358921051,-2.5800000000000125,-1.4399999999999977,2.954657340538841,217.0686035865381
9,4,19,2,35,975279,0.06431127237647058,-0.06223469600081444,-0.016210563480854034,-0.15730760991573334,-0.06641524285078049,0.18570029735565186,-1.5800000000000125,-0.4399999999999977,1.640121946685684,353.87356475296264
9,4,19,2,36,22638,0.06426772172837997,-0.06266013532876968,-0.014284519478678703,-0.16179800033569336,-0.06749476492404938,0.1992485374212265,-3.5800000000000125,-1.4399999999999977,3.8587562763149585,340.5953634792122
9,4,19,2,36,70484,0.06157133777506341,-0.05989482253789902,-0.014270244166254997,-0.16602207720279694,-0.06894027441740036,0.21358950436115265,-0.5800000000000125,1.5600000000000023,1.6643316977093303,344.8183315268614
9,4,19,2,36,117881,0.05182850016101085,-0.049625594168901443,-0.014949710108339787,-0.16874243319034576,-0.07047910243272781,0.22949905693531036,1.4199999999999875,2.5600000000000023,2.927456233660885,345.43053143914375
9,4,19,2,36,165398,0.042406189269330284,-0.040811169892549515,-0.011520993895828724,-0.17163005471229553,-0.07100414484739304,0.24487754702568054,-3.5800000000000125,0.5600000000000023,3.6235341863987007,334.2151650347428
9,4,19,2,36,212609,0.024659443112673714,-0.02464432641863823,0.0008633133838884532,-0.17209109663963318,-0.06888648122549057,0.26063600182533264,0.4199999999999875,3.5600000000000023,3.584689665786985,302.7258549388037
9,4,19,2,36,276002,0.022137474435966174,-0.016871178522706032,0.014332868158817291,-0.17405614256858826,-0.06564156711101532,0.2745617926120758,-1.5800000000000125,-1.4399999999999977,2.1377558326432027,302.8037441128606
9,4,19,2,36,323133,0.016397383612610027,-0.007424322888255119,0.014620315283536911,-0.17457829415798187,-0.0655360072851181,0.29114866256713867,-0.5800000000000125,0.5600000000000023,0.8062257748298655,312.0713405727871
9,4,19,2,36,370524,0.042632101238766464,-0.0002120293356711045,0.04263157397508621,-0.17492717504501343,-0.05593974515795708,0.30620551109313965,-0.5800000000000125,0.5600000000000023,0.8062257748298655,328.5685375484634
